 "g" , "hw" , "pos" , "sub" , "f" ,
 "http://faclair.ac.uk/sources/Seotal" , "abairt-faire" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "abairtean-faire" ,
 "http://faclair.ac.uk/sources/Seotal" , "abhcaid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "abhcaidean" ,
 "http://faclair.ac.uk/sources/Seotal" , "accompagnato" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "accompagnatothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "acfhainn" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "acfhainnean" ,
 "http://faclair.ac.uk/sources/Seotal" , "acriolaig" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "acriolaigean" ,
 "http://faclair.ac.uk/sources/Seotal" , "actanach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "actanaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "adacs" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adacsan" ,
 "http://faclair.ac.uk/sources/Seotal" , "adaptair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adaptairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhair-bheàrn" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhair-bheàrnan" ,
 "http://faclair.ac.uk/sources/Seotal" , "adharc" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhaircean" ,
 "http://faclair.ac.uk/sources/Seotal" , "adharc" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adharcan" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhartachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhartachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhbhar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhbhair" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhbhar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhbharan" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhbrann" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhbrainn" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhbrann" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhbrannan" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhlacadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhlacaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhlacadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhlacaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhradh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhradh" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhradh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhraidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aibidil" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aibidilean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aicinn" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aicinnean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aidheon" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aidheonan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailbhean" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailbheanan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailbheòlas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailbheòlasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "aileal" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailealan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailealomorf" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailealomorfan" ,
 "http://faclair.ac.uk/sources/Seotal" , "aileirdsidh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aileirdsidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailigeutair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailigeutairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailtire" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailtirean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainm" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainm" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmeannan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainm neach-cleachdaidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmean neach-cleachdaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainm neach-cleachdaidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmeanan neach-cleachdaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainm-faidhle" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmean-faidhle" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainm-loga" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmean-loga" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainm-sgrìobhte" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmean-sgrìobhte" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainmear" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmearan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainmear (fireannta)" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmearan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ainmhidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ainmhidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "airgead" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "airgeadan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ais-phàigheadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ais-phàighidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aiseag " , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aiseagan" ,
 "http://faclair.ac.uk/sources/Seotal" , "aisling" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aislingean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aiste" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aistean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aistear" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aistearan" ,
 "http://faclair.ac.uk/sources/Seotal" , "aitheamh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aitheamhan" ,
 "http://faclair.ac.uk/sources/Seotal" , "albino" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "albinothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "alcaileachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "alcaileachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "alcalaidh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "alcalaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "alcol" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "alcolan" ,
 "http://faclair.ac.uk/sources/Seotal" , "alga" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "algae" ,
 "http://faclair.ac.uk/sources/Seotal" , "allegro" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "allegrothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "allemande" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "allemandeathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "almanac" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "almanacan" ,
 "http://faclair.ac.uk/sources/Seotal" , "almand" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "almandathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "aloidh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aloidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "alt" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "altan" ,
 "http://faclair.ac.uk/sources/Seotal" , "alto" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "altothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "am-meidheadair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "am-meidheadairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "amalas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "amalasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "amar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "amaran" ,
 "http://faclair.ac.uk/sources/Seotal" , "amnion" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "amnionan" ,
 "http://faclair.ac.uk/sources/Seotal" , "amoeba" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "amoebathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "anaconda" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anacondathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "anacrusis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anancruses" ,
 "http://faclair.ac.uk/sources/Seotal" , "anagram" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anagraman" ,
 "http://faclair.ac.uk/sources/Seotal" , "anail" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anailean" ,
 "http://faclair.ac.uk/sources/Seotal" , "anailis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anailisean" ,
 "http://faclair.ac.uk/sources/Seotal" , "anainn" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anainnean" ,
 "http://faclair.ac.uk/sources/Seotal" , "analog" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "analogan" ,
 "http://faclair.ac.uk/sources/Seotal" , "anam" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anaman" ,
 "http://faclair.ac.uk/sources/Seotal" , "anam" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anamannan" ,
 "http://faclair.ac.uk/sources/Seotal" , "anti-biotaig" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anti-biotaigean" ,
 "http://faclair.ac.uk/sources/Seotal" , "anus" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "anusan" ,
 "http://faclair.ac.uk/sources/Seotal" , "aodann" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aodainnean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aoir" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aoirean" ,
 "http://faclair.ac.uk/sources/Seotal" , "aonad" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aonadan" ,
 "http://faclair.ac.uk/sources/Seotal" , "aonaran" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aonarain" ,
 "http://faclair.ac.uk/sources/Seotal" , "apa" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "apaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ar-a-mach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ar-a-mach" ,
 "http://faclair.ac.uk/sources/Seotal" , "arachniod" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "arachniodan" ,
 "http://faclair.ac.uk/sources/Seotal" , "arc" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "arcan" ,
 "http://faclair.ac.uk/sources/Seotal" , "arco" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "arcothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "argamaid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "argamaidean" ,
 "http://faclair.ac.uk/sources/Seotal" , "arioso" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ariosothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "arm" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "airm" ,
 "http://faclair.ac.uk/sources/Seotal" , "armailt" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "armailtean" ,
 "http://faclair.ac.uk/sources/Seotal" , "arpeggio" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "arpeggiothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "artaigil" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "artaigilean" ,
 "http://faclair.ac.uk/sources/Seotal" , "artropod" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "artropodan" ,
 "http://faclair.ac.uk/sources/Seotal" , "asna" , "http://faclair.ac.uk/meta/" , "http://www.w3.org/2000/01/rdf-schema#label" , "asnaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "astar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "astaran" ,
 "http://faclair.ac.uk/sources/Seotal" , "astaroid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "astaroidean" ,
 "http://faclair.ac.uk/sources/Seotal" , "atam" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ataman" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-chluiche" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-chluichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-cholainneadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-cholainnidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-dhealbh" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-dhealbhan" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-dhealbh" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-dheilbh" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-innse " , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-innse" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-obair" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-obraichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-riochdachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-riochdachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-rèiteachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-rèiteachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-sgrìobhadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-sgrìobhaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ath-sgrùdadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ath-sgrùdaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "atharrachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "atharrachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "atharrachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "atharraichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "axis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "axes" ,
 "http://faclair.ac.uk/sources/Seotal" , "ayre" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ayreathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "babùn" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "babùnaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "bacadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "bacaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "bacteria" , "http://faclair.ac.uk/meta/PluralNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "bacteria" ,
 "http://faclair.ac.uk/sources/Seotal" , "bailead" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "baileadan" ,
 "http://faclair.ac.uk/sources/Seotal" , "bailiùn" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "bailiùnaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "balg" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "builg" ,
 "http://faclair.ac.uk/sources/Seotal" , "balg-sèididh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "builg-sèididh" ,
 "http://faclair.ac.uk/sources/Seotal" , "ball-bodhaig" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "buill-bodhaig" ,
 "http://faclair.ac.uk/sources/Seotal" , "ball-sneachda" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "buill-sneachda" ,
 "http://faclair.ac.uk/sources/Seotal" , "balla" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ballachan" ,
 "http://faclair.ac.uk/sources/Seotal" , "balla" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ballaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ballet" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ballethean" ,
 "http://faclair.ac.uk/sources/Seotal" , "ballett" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ballettean" ,
