"2","Aonad Tar-chur Cloinn-sgoile","","a","Pupil Referral Unit (PRU)"
"2","Aonad Teicneolais","","a","Technology Unit"
"2","Aonad Trèanaidh Luchd-obrach","","a","Staff Training Unit"
"2","Aonad nan Ceanglaichean A-muigh","","a","External Liaison Unit"
"2","Aonad Èifeachdais","","a","Efficiency Unit"
"2","Aonadh Eaconamaidh agus Airgid","","a","Economic and Monetary Union"
"2","Aonadh nam Pàrlamaidean","","a","Union of Parliaments"
"2","Aonadh nan Crùn","","a","Union of Crowns"
"2","Aonadh nan Neo-eisimeileach","","a","Union of Independents"
"2","Aonta Dhùn Èideann","","a","Edinburgh Agreement"
"2","Aonta Rìoghail","","a","Royal Assent"
"2","Arabais","","a","Arabic"
"2","Arcaibh","","a","Orkney Islands"
"2","Ath-leasachadh Reachdas Croitearachd","","a","Crofting Legislation Reform"
"2","Athair na Pàrlamaid","","a","Father of the House (Parliament)"
"2","Athchuingeach Oifigeil","","a","Official Petitioner"
"2","A’ Bhun-reachd Bhreatannach","","a","the British Constitution"
"2","A’ Chairt Eòrpach airson Chànanan Roinneil agus Mion-chànanan","","a","European Charter for Regional and Minority Languages"
"2","A’ Chuimrigh","","a","Wales"
"2","A’ Ghàidhealtachd agus na h-Eileanan","","a","Highlands and Islands (region)"
"2","BP a chur à dreuchd rè ùine","","a","suspend a Member of Parliament"
"2","BP a thaghadh don Phàrlamaid","","a","return an MP to Parliament"
"2","BPA le Mandat Dùbailte","","a","Dual Mandate MSP"
"2","BPA roinneil","","a","regional MSP"
"2","BPA sgìre-pàrlamaid","","a","constituency MSP"
"2","Baile Ghlaschu","","a","Glasgow City"
"2","Baile nan Lùth-chleasaichean","","a","Athletes Village"
"2","Baintighearna","","a","Lady (peeress / wife of knight)"
"2","Ball Liosta","","a","List Member"
"2","Ball Pàrlamaid","","a","Member of Parliament (MP)"
"2","Ball Pàrlamaid Albannach nan Eilean Siar","","a","Western Isles MSP"
"2","Ball Pàrlamaid Westminster nan Eilean Siar","","a","Western Isles MP"
"2","Ball Pàrlamaid na h-Alba (BPA)","","a","Member of the Scottish Parliament (MSP)"
"2","Ball Seanadh Èireann a Tuath","","a","Member of the Northern Ireland Assembly (MLA)"
"2","Ball Seanaidh","","a","Assembly Member (AM) (National Assembly for Wales)"
"2","Ball den Chomhairle Dhìomhair","","a","Privy Councillor (PC)"
"2","Ball na Pàrlamaid Eòrpaich","","a","Member of the European Parliament (MEP)"
"2","Ban-mhoraire","","a","Lady (peeress / wife of knight)"
"2","Banca Shasainn","","a","Bank of England"
"2","Barantas Dreuchdail Coitcheann na h-Alba","m","a","GSVQ"
"2","Barantas Dreuchdail Coitcheann na h-Alba","m","a","General Scottish Vocational Qualification"
"2","Barantas Proifeiseanta Nàiseanta airson Ceannais-sgoile","m","a","NPQH"
"2","Barantas Proifeiseanta Nàiseanta airson Ceannais-sgoile","m","a","National Professional Qualification for Headship"
"2","Beangàlais","","a","Bengali"
"2","Bile Airgid","","a","Money Bill (parliamentary)"
"2","Bile Buill","","a","Member's Bill"
"2","Bile Gnìomha","","a","Executive Bill"
"2","Bile Ionmhais","","a","Finance Bill"
"2","Bile Measgaichte","","a","Hybrid Bill"
"2","Bile Taigh nam Morairean","","a","House of Lords Bill"
"2","Bile an aghaidh gràin-creideimh","","a","anti-sectarianism Bill"
"2","Bile Èiginn","","a","Emergency Bill"
"2","Biùro  na Pàrlamaid","","a","Parliamentary Bureau"
"2","Bliadhna a’ Ghluasaid","","a","Year of Mobility"
"2","Budast","","a","Buddhist (faith)"
"2","Buidheann Cheannardais","","a","Leadership Group"
"2","Buidheann Chorporra Pàrlamaid na h-Alba","","a","Scottish Parliamentary Corporate Body (SPCB)"
"2","Buidheann Chùisean Àrainneachd","","a","Environmental Affairs Group"
"2","Buidheann Comhairleachaidh an Riaghaltais air Gàidhlig","","a","Scottish Government Advisory Group on Gaelic"
"2","Buidheann Dìon Iasgaich na h-Alba","","a","Scottish Fisheries Protection Agency"
"2","Buidheann Foghlaim Fhad-bheatha","","a","Lifelong Learning Group"
"2","Buidheann Lìbhrigidh Plana Dìleab Ghlaschu 2014","","a","Glasgow 2014 Legacy Plan Delivery Group"
"2","Buidheann Neo-roinneil Maoinichte leis an Riaghaltas","","a","Non-Departmental Government Funded Body"
"2","Buidheann Phoblach Neo-roinneil","","a","NDPB"
"2","Buidheann Phoblach Neo-roinneil","","a","Non-Departmental Public Body"
"2","Buidheann Rannsachaidh agus Fiosrachaidh","","a","Research and Information Group"
"2","Buidheann Stòrasan Ionmhasail","","a","Financial Resources Group"
"2","Buidheann Thar-phartaidh na Gàidhlig","","a","Gaelic Cross Party Group"
"2","Buidheann nan Seirbheisean Coitcheann","","a","Common Services Agency"
"2","Buidseat na h-Alba","","a","Scottish budget"
"2","Bàr an t-Seòmair","","a","Bar of the House"
"2","Bòrd Comhairleachaidh an Sgrùdaidh","","a","Advisory Audit Board (AAB)"
"2","Bòrd Fastaidh Luchd-obrach","","a","Staff Recruitment Board"
"2","Caibineat","","a","Cabinet"
"2","Caidreachas a’ Phoilis","","a","Police Federation"
"2","Cairt Eòrpach nam Mion-chànanan","","a","European Charter for Regional and Minority Languages"
"2","Cairt an Taigheadais Shòisealta","","a","Social Housing Charter"
"2","Caiteachas Lom air Teachd-a-steach","","a","Net Revenue Expenditure"
"2","Cantonais","","a","Cantonese"
"2","Cathair Inbhir Nis","","a","City of Inverness"
"2","Cathair an Labhraiche","","a","Speaker’s Chair"
"2","Cead Fosgailte Pàrlamaid na h-Alba","","a","Scottish Parliament Open Licence"
"2","Ceann-cinnidh","","a","Clan Chief"
"2","Ceann-suidhe  a’ Choimisein Eòrpaich","","a","President of the European Commission"
"2","Ceann-suidhe Cùirt nan Coimhearsnachdan Eòrpach","","a","President of the Court of the European Communities"
"2","Ceannard In-sgrùdaidh","","a","Head of Internal Audit"
"2","Ceannard Thachartasan agus Thaisbeanaidhean","","a","Head of Events and Exhibitions"
"2","Ceannard Thaigh nam Morairean","","a","Leader of the House of Lords"
"2","Ceannard Thaigh nan Cumantan","","a","Leader of the House of Commons"
"2","Ceannard an Taighe","","a","Leader of the House"
"2","Ceist gu Ministear","","a","Question to a Minister"
"2","Ceistean an Latha an-diugh","","a","Topical Questions"
"2","Ceistean a’ Phrìomh Mhinisteir","","a","First Minister’s Questions"
"2","Ceistean don Phrìomhaire","","a","Prime Minister’s Questions"
"2","Ceistean Èiginneach","","a","Urgent Questions"
"2","Ceàrn Shònraichte Leasachaidh","","a","Special Development Area"
"2","Ceàrn Sònraichte Dìona","","a","SPA"
"2","Ceàrn Sònraichte Dìona","","a","Special Protection Area"
"2","Cliath Nàiseanta","","a","National Grid (mapping)"
"2","Clàr Atharrachadh Ionmhais","","a","Finance Change Programme"
"2","Clàr Com-pàirtean nam Ball","","a","Register of Members’ Interests"
"2","Clàr-innse Albannach de dh’Às-bathar Dèanta","","a","Scottish Index of Manufactured Exports"
"2","Clàrc Thaigh nam Morairean","","a","Clerk of the House of Lords"
"2","Clàrc Thaigh nan Cumantan","","a","Clerk of the House of Commons"
"2","Clàrc an Oifigeir-riaghlaidh","","a","Clerk to the Presiding Officer"
"2","Clàrc na Pàrlamaid","","a","Clerk of the Parliament"
"2","Clàsa Eanraig a h-Ochd","","a","Henry VIII clause"
"2","Clèireachas Riaghaltas na h-Alba","","a","Scottish Executive Secretariat"
"2","Clèireachas Riaghaltas na h-Alba","","a","Scottish Government Secretariat"
"2","Clèireachas nan Urram","","a","Honours Secretariat"
"2","Co-bhuaileadair Mòr Hadron","","a","Large Hadron Collider"
"2","Co-bhuaileadair Mòr Hadron aig CERN","","a","CERN’s Large Hadron Collider"
"2","Co-bhuidheann Ghnìomha","","a","Joint Action Group"
"2","Co-bhuidheann-obrach air Sgrùdadh Slàinte Chloinne","","a","Joint Working Party on Child Health Surveillance"
"2","Co-chomataidh Glèidhteachas Nàdair","","a","Joint Nature Conservation Committee"
"2","Co-chruinneachadh nan Dùthchannan Aonaichte airson Còraichean Chloinne","","a","United Nations Convention for Rights of the Child"
"2","Co-labhairt Atharrachadh Aimsir Prògram Leasachaidh nan Dùthchannan Aonaichte","","a","United Nations Development Programme Climate Change Conference"
"2","Co-labhairt Eileanan Bhreatainn agus Roinn na Mara Meadhan-thìrich","","a","British Isles and Mediterranean Region Conference"
"2","Co-òrdanaiche na Fèise","","a","The Festival Co-ordinator"
"2","Cobhair Roghnach Roinneil","","a","RSA"
"2","Cobhair Roghnach Roinneil","","a","Regional Selective Assistance"
"2","Coimhearsnachd Eaconamach na h-Eòrpa","","a","EEC"
"2","Coimhearsnachd Eaconamach na h-Eòrpa","","a","European Economic Community"
"2","Coimhearsnachd Eòrpach","","a","European Community"
"2","Coimisean Eadar-easbaigeach nan Sgoiltean","","a","Inter-Diocesan Schools Commission"
"2","Coimisean Eòrpach","","a","European Commission"
"2","Coimisean Rìoghail","","a","Royal Commission"
"2","Coimisean an Taghaidh","","a","Electoral Commission"
"2","Coimisean an Taghaidh","","a","The Electoral Commission"
"2","Coimiseanair","","a","Commissioner"
"2","Coimiseanair Eòrpach","","a","European Commissioner"
"2","Coimiseanair Fiosrachaidh na RA","","a","UK Information Commissioner"
"2","Cola-deug a’ Bhìdh Albannaich","","a","Scottish Food Fortnight"
"2","Com-pàirteachas Leasachaidh an Tàlant","","a","The Creative Edge Partnership"
"2","Com-pàirteachasan Foghlaim agus Coimhearsnachd","","a","Education and Community Partnerships"
"2","Comann Luchd-aithris Pàrlamaidean Bhreatainn ’s na h-Èireann","","a","British Irish Parliamentary Reporters Association"
"2","Comann Phàrant agus Luchd-teagaisg","","a","PTA"
"2","Comann Phàrant agus Luchd-teagaisg","","a","Parent Teacher Association"
"2","Comann nam Pàrant","","a","Parents’ Association"
"2","Comann-Stèidhichte","","a","the Establishment"
"2","Comataidh  na Riaghaltais Ionadail agus na Còmhdhail","","a","Local Government and Transport Committee"
"2","Comataidh Ath-leasachaidh Shochairean","","a","Welfare Reform Committee"
"2","Comataidh Bile Measgaichte","","a","Hybrid Bill Committee"
"2","Comataidh Bile Slighe Thar Foirthe","","a","Forth Crossing Bill Committee"
"2","Comataidh Bile Taic Deireadh Beatha (Alba)","","a","End of Life Assistance (Scotland) Bill Committee"
"2","Comataidh Ceartais a Dhà","","a","Justice Committee Two"
"2","Comataidh Ceartais a h-Aon","","a","Justice Committee One"
"2","Comataidh Còmhdhail Bun-structair agus Atharrachadh Ghnàth-shìde","","a",""Transport"," Infrastructure and Climate Change Committee""
"2","Comataidh Eòrpach","","a","European Committee"
"2","Comataidh Foghlaim Ionnsachadh Fad-bheatha agus Cultair","","a",""Education"," Lifelong Learning and Culture Committee""
"2","Comataidh Riaghaltas Ionadail agus Choimhearsnachdan","","a","Local Government and Communities Committee"
"2","Comhairle Aonghais","","a","Angus Council"
"2","Comhairle Arcaibh","","a","Orkney Islands Council"
"2","Comhairle Baile Dhùn Dè","","a","Dundee City Council"
"2","Comhairle Baile Dhùn Èideann","","a","City of Edinburgh Council"
"2","Comhairle Baile Ghlaschu","","a","Glasgow City Council"
"2","Comhairle Baile Obar Dheathain","","a","Aberdeen City Council"
"2","Comhairle Chrìochan na h-Alba","","a","Scottish Borders Council"
"2","Comhairle Dhìomhair","","a","Privy Council"
"2","Comhairle Dhùn Phris is Ghall-Ghàidhealaibh","","a","Dumfries and Galloway Council"
"2","Comhairle Earra-Ghàidheal is Bhòid","","a","Argyll and Bute Council"
"2","Comhairle Fìobha","","a","Fife Council"
"2","Comhairle Inbhir Chluaidh","","a","Inverclyde Council"
"2","Comhairle Lodainn Mheadhanaich","","a","Midlothian Council"
"2","Comhairle Lodainn an Ear","","a","East Lothian Council"
"2","Comhairle Lodainn an Iar","","a","West Lothian Council"
"2","Comhairle Mhoireibh","","a","Moray Council"
"2","Comhairle Mòr-roinn Lunnainn","","a","GLC"
"2","Comhairle Mòr-roinn Lunnainn","","a","Greater London Council"
"2","Comhairle Pheairt is Cheann Rois","","a","Perth and Kinross Council"
"2","Comhairle Shaor-thoileach airson Cloinne Ciorramaich","","a","Voluntary Council for Handicapped Children"
"2","Comhairle Shealtainn","","a","Shetland Islands Council"
"2","Comhairle Shruighlea","","a","Stirling Council"
"2","Comhairle Siorrachd Chlach Mhanann","","a","Clackmannanshire Council"
"2","Comhairle Siorrachd Dhùn Bhreatainn an Ear","","a","East Dunbartonshire Council"
"2","Comhairle Siorrachd Dhùn Breatann an Iar","","a","West Dunbartonshire Council"
"2","Comhairle Siorrachd Lannraig a Deas","","a","South Lanarkshire Council"
"2","Comhairle Siorrachd Lannraig a Tuath","","a","North Lanarkshire Council"
"2","Comhairle Siorrachd Obar Dheathain","","a","Aberdeenshire Council"
"2","Comhairle Siorrachd Rinn Friù","","a","Renfrewshire Council"
"2","Comhairle Siorrachd Rinn Friù an Ear","","a","East Renfrewshire Council"
"2","Comhairle Siorrachd Àir a Deas","","a","South Ayrshire Council"
"2","Comhairle Siorrachd Àir a Tuath","","a","North Ayrshire Council"
"2","Comhairle Siorrachd Àir an Ear","","a","East Ayrshire Council"
"2","Comhairle Spòrs","","a","Sports Council"
"2","Comhairle Spòrs na h-Alba","","a","Sports Council for Scotland"
"2","Comhairle an Aonaidh Eòrpaich","","a","Council of the European Union"
"2","Comhairle na Gàidhealtachd","","a","Highland Council"
"2","Comhairle na h-Eaglaise Brice","","a","Falkirk Council"
"2","Comhairle na h-Eòrpa","","a","Council of Europe"
"2","Comhairle nan Ealain","","a","Arts Council"
"2","Comhairle nan Eilean Siar","","a","Western Isles Council"
"2","Comhairleach airson Dealbhaidh Roinneil","","a","Regional Planning Adviser"
"2","Conaltradh ris a’ phoball","","a","public engagement"
"2","Cosgais Iomlan Teachd-a-steach","","a","Total Revenue Expenditure"
"2","Cosgais Seirbheis Pàrlamaid fo Smachd Dhìreach","","a","Directly Controllable Parliamentary Service Costs"
"2","Cosgaisean BPA","","a","MSP expenses"
"2","Cosgaisean Coitcheann agus a’ Buntainn ri Luchd-obrach","","a","Staff-related and General Costs"
"2","Cosgaisean Iomlan Sheirbheisean Pàrlamaideach","","a","Total Parliamentary Service Costs"
"2","Creideamh Baha’i","","a","Baha‘i Faith"
"2","Creideas Cìse Theaghlaichean a tha ag Obair","","a","Working Families Tax Credit"
"2","Crìochan na h-Alba","","a","Scottish Borders"
"2","Cuibhreann Dìolaidh Stuic air Talamh Àrd","","a","Hill Livestock Compensatory Allowance"
"2","Cuibhreann Pàipearachd agus Postachd Bhall","","a","MSAPP"
"2","Cuibhreann Pàipearachd agus Postachd Bhall","","a","Members’ Stationery and Postage Provision"
"2","Cuibhreann Sònraichte Margaidh","","a","Special Market Allowance"
"2","Cunnradh Lisboin","","a","Treaty of Lisbon"
"2","Cunnradh na Ròimhe","","a","Treaty of Rome"
"2","Cunntas Ionnsachaidh Pearsanta","","a","Individual Learning Account"
"2","Curraicealam airson Sàr-mhathais","","a","Curriculum for Excellence"
"2","Cànan Soidhnidh Bhreatainn","","a","BSL"
"2","Cànan Soidhnidh Bhreatainn","","a","British Sign Language"
"2","Cìs Chraolaidh","","a","TV licence fee"
"2","Cìs Luach-leasaichte","","a","VAT"
"2","Cìs Luach-leasaichte","","a","Value Added Tax"
"2","Còd Giùlain Ministreil","","a","Ministerial Code of Conduct"
"2","Còd Ministreil","","a","Ministerial Code"
"2","Còd Obrach na Seirbheis Chatharra","","a","Civil Service Code"
"2","Còd an Rathaid","","a","Highway Code"
"2","Còir Ceartais na h-Alba","","a","Justice Charter for Scotland"
"2","Còrdadh Coitcheann air Malairt ann an Seirbheisean","","a","GATS"
"2","Còrdadh Coitcheann air Malairt ann an Seirbheisean","","a","General Agreement on Trade in Services"
"2","Còrdadh Coitcheann air Taraifean is Malairt","","a","GATT"
"2","Còrdadh Coitcheann air Taraifean is Malairt","","a","General Agreement on Tariffs and Trade"
"2","Cùisean an Taoibh A-muigh","","a","External Affairs"
"2","Cùmhnant Eòrpach nan Còraichean Daonna","","a","European Convention on Human Rights"
"2","Cùmhnant Ramsar","","a","Ramsar Convention"
"2","Cùmhnant air Còraichean a’ Chinne Daonna","","a","Convention on Human Rights"
"2","Cùrsa Sàr-àrd-ìre","","a","Advanced Higher"
"2","Cùrsa Àrd-ìre","","a","Higher (secondary course)"
"2","Dachaigh Nàiseanta Chloinne","","a","National Children’s Home"
"2","Dachaigh Uilleim Simpson (Atharrachadh Seilbh msaa)","","a","William Simpson’s Home (Transfer of Property etc.)"
"2","Dearbhachadh Sòlaimte","","a","Solemn Affirmation"
"2","Deasbad Riaghaltas na h-Alba","","a","Scottish Government Debate"
"2","Diaspora na h-Alba","","a","Scottish diaspora"
"2","Dioplòma Coitcheann Nàiseanta","","a","OND"
"2","Dioplòma Coitcheann Nàiseanta","","a","Ordinary National Diploma"
"2","Dioplòma Nàiseanta Àrd-ìre","","a","HND"
"2","Dioplòma Nàiseanta Àrd-ìre","","a","Higher National Diploma"
"2","Dreachd Ro-innleachd air Cleachdadh Fearainn aig Riaghaltas na h-Alba","","a","Scottish Government’s Draft Land Use Strategy"
"2","Dreachdadair na Pàrlamaid","","a","Parliamentary Draftsman"
"2","Drochaid Fhoirthe","","a","Forth Road Bridge"
"2","Drochaid Ùr Foirthe","","a","FRC"
"2","Drochaid Ùr Foirthe","","a","Forth Replacement Crossing"
"2","Drochaid-rèile Fhoirthe","","a","Forth Rail Bridge"
"2","Duais airson Mathais do Ghnothachais Bheaga","","a","Small Firms Merit Award"
"2","Duais na Banrigh airson Às-mhalairt","","a","Queen’s Award for Export Achievement"
"2","Dualchainnt Doric","","a","the Doric dialect"
"2","Dualchas Nàdair na h-Alba","","a","Scottish Natural Heritage"
"2","Dòigh Bhòtaidh Ball a Bharrachd","","a","AMS"
"2","Dòigh Bhòtaidh Ball a Bharrachd","","a","additional member system"
"2","Dùn Phris is Gall-Ghàidhealaibh","","a","Dumfries and Galloway"
"2","Eadailtis","","a","Italian"
"2","Eaglais Easbaigeach na h-Alba","","a","Scottish Episcopal Church"
"2","Eaglais Shasainn","","a","Anglican Church"
"2","Earra-Ghàidheal is Bòd","","a","Argyll and Bute"
"2","Eòlas na h-Alba","","a","Scottish Studies"
"2","Eòrpach","","a","European"
"2","Faire Coimhearsnachd","","a","Neighbourhood Watch"
"2","Feachd Rìoghail an Adhair","","a","RAF"
"2","Feachd Rìoghail an Adhair","","a","Royal Air Force"
"2","Fearann Breatannach Thar-chuain","","a","British Overseas Territory"
"2","Feuman Sònraichte Foghlaim","","a","SEN"
"2","Feuman Sònraichte Foghlaim","","a","Special Educational Needs"
"2","Fiosrachadh mu Staitistig Foghlaim","","a","Educational Statistical Enquiries"
"2","Fiosrachadh mu Àireamhan Foghlaim","","a","Educational Statistical Enquiries"
"2","Fo-roinn Oifisean an Àiteachais","","a","Agricultural Offices Division"
"2","Fo-roinn Smachd Togail","","a","Building Control Division"
"2","Fo-roinn Smachd air Togail","","a","Building Control Division"
"2","Fo-rùnaire na Stàite","","a","Under-Secretary of State"
"2","Fosgladh Stàite na Pàrlamaid","","a","State Opening of Parliament"
"2","Fraingis","","a","French"
"2","Fèill Phoilitigs","","a","Festival of Politics"
"2","Fìobh","","a","Fife"
"2","Fìobh an Ear Thuath","","a","North East Fife (Constituency)"
"2","Fòram Malairt Gnothachais Teachdail","","a","Business Exchange and Futures Forum"
"2","Fòram Nàiseanta na h-Òigridh","","a","National Youth Forum"
"2","Gailearaidh Dhealbhan Dhaoine Nàiseanta na h-Alba","","a","Scottish National Portrait Gallery"
"2","Gailearaidh nan Àrd-Inbheach","","a","VIP Gallery"
"2","Gailearaidhean Nàiseanta na h-Alba","","a","National Galleries of Scotland"
"2","Gealladh na Dreuchd","","a","Pledge of Office"
"2","Gearan!","","a","Objection!"
"2","Geàrr-chunntas nan Còmhraidhean","","a","Minutes of Proceedings"
"2","Girobanc Nàiseanta","","a","National Girobank"
"2","Gluasad Cead Reachdail","","a","Legislative Consent Motion"
"2","Gluasad Sewel","","a","Sewel Motion"
"2","Gnothach Iomchaidh Sam Bith Eile (GISBE)","","a","AOCB"
"2","Gnothach Iomchaidh Sam Bith Eile (GISBE)","","a","Any Other Competent Business"
"2","Gnothach Sam Bith Eile","","a","AOB"
"2","Gnothach Sam Bith Eile","","a","Any Other Business"
"2","Gnothach nam Ball","","a","Members' Business"
"2","Gnàth-cho-labhairt air Mì-ghnàthachadh Dhrogaichean","","a","Standing Conference on Drug Abuse"
"2","Gnàth-chomataidh Comhairleachaidh air Foghlam Creideimh","","a","SACRE"
"2","Gnàth-chomataidh Comhairleachaidh air Foghlam Creideimh","","a","Standing Advisory Council on Religious Education"
"2","Gnàth-chomataidh Comhairleachaidh air Màthrachas agus Banas-glùine","","a","Standing Maternity And Midwifery Advisory Committee"
"2","Gnàth-chomataidh Phrògram","","a","Standing Programme Committee"
"2","Gnàth-riaghailtean a chur an dàrna taobh","","a","suspend Standing Orders"
"2","Gnàth-stiùiridhean Ionmhais","","a","SFIs"
"2","Gnàth-stiùiridhean Ionmhais","","a","Standing Financial Instructions"
"2","Gnìomh Measaidh Coitcheann","","a","SAT"
"2","Gnìomh Measaidh Coitcheann","","a","Standard Assessment Task"
"2","Goireas Seasmhachd Ionmhasail Eòrpach","","a","EFSF"
"2","Goireas Seasmhachd Ionmhasail Eòrpach","","a","European Financial Stability Facility"
"2","Goireas Tèarainteachd an Taoibh A-muigh","","a","ESF"
"2","Goireas Tèarainteachd an Taoibh A-muigh","","a","External Security Facility"
"2","Griod Nàiseanta an Dealain","","a","National Grid (electricity)"
"2","Gun Cheangal ri Pàrtaidh","","a","No Party Affiliation"
"2","Hamalton a Deas","","a","Hamilton South (Constituency - superseded)"
"2","Hamalton a Tuath agus Bellshill","","a","Hamilton North and Bellshill  (Constituency - superseded)"
"2","Iar-Cheann-Roinne","","a","Assistant Principal"
"2","Iar-Àrd-Chonstabal","","a","Assistant Chief Constable"
"2","Inbhe Thèarainte","","a","Secure Status"
"2","Inbhean Cùraim airson Dementia","","a","Standards of Care for Dementia"
"2","Innleachd Reachdail na h-Alba","","a","Scottish Statutory Instrument"
"2","Iomairt Chreideasan Àrd-fhoghlaim","","a","Higher Education Credit Initiative"
"2","Iomairt Leasachaidh Eaconamaich Nàiseanta","","a","National Economic Development Strategy"
"2","Iomairt airson Rianachd Ionmhasail","","a","FMI"
"2","Iomairt airson Rianachd Ionmhasail","","a","Financial Management Initiative"
"2","Iomairt le Maoineachadh Prìobhaideach","","a","PFI"
"2","Iomairt le Maoineachadh Prìobhaideach","","a","Private Funding Initiative"
"2","Iomairt na h-Alba","","a","Scottish Enterprise"
"2","Iomairtean Beaga agus Meadhanach","","a","SMEs"
"2","Iomairtean Beaga agus Meadhanach","","a","Small and Medium-Sized Enterprises"
"2","Ionad Chiontach Òga","","a","Young Offenders' Institution"
"2","Ionad Eàrlais Sgoiltean-àraich","","a","Nursery Voucher Centre"
"2","Ionad Fiosrachaidh Turasachd","","a","Tourist Information Centre"
"2","Ionad Fiosrachaidh do Gnothachais Bheaga","","a","Small Firms Information Centre"
"2","Ionad Riarachaidh is Trèanaidh Bathar-Tharraing nan Rathaidean","","a","Road Haulage Distribution and Training Centre"
"2","Ionad Riarachaidh is Trèanaidh Bathar-Tharraing nan Ròidean","","a","Road Haulage Distribution and Training Centre"
"2","Ionad Saidheans Ghlaschu","","a","Glasgow Science Centre"
"2","Ionad Sònraichte Glèidhteachais","","a","SAC"
"2","Ionad Sònraichte Glèidhteachais","","a","Special Area of Conservation"
"2","Ionad de Shùim Shònraichte Shaidheansail (ISSS)","","a","Site of Special Scientific Interest (SSSI)"
"2","Ionad-chiontach Òga","","a","Young Offenders' Institution"
"2","Ionad-sònraichte Glèidhteachais","","a","SAC"
"2","Ionad-sònraichte Glèidhteachais","","a","Special Area of Conservation"
"2","Iris Ghnothaichean","","a","Business Bulletin"
"2","Labhraiche","","a","Speaker"
"2","Labhraiche Thaigh nan Cumantan","","a","Speaker of the House of Commons"
"2","Latha Eadar-nàiseanta nam Ban","","a","International Women’s Day"
"2","Latha Naoimh Anndra","","a","Saint Andrew’s Day"
"2","Latharna","","a","Lorne"
"2","Leabhar-latha an t-Seanaidh","","a","Assembly Journal"
"2","Leabhar-stiùiridh Sàbhailteachd Teine Pàrlamaid na h-Alba","","a","Scottish Parliament’s Fire Safety Manual"
"2","Leabhar-àireamh Ghnàthach Eadar-nàiseanta (LAGE)","","a","International Standard Book Number (ISBN)"
