 "g" , "hw" , "pos" , "sub" , "f" ,
 "http://faclair.ac.uk/sources/Seotal" , "Bhictoria" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Bhictoria" ,
 "http://faclair.ac.uk/sources/Seotal" , "Bith-eòlas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Bith-eòlais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Bitrex" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Bitrex" ,
 "http://faclair.ac.uk/sources/Seotal" , "Bluetooth" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Bluetooth" ,
 "http://faclair.ac.uk/sources/Seotal" , "Budach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Budaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Budachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Budachd" ,
 "http://faclair.ac.uk/sources/Seotal" , "Bìoball" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Bìobaill" ,
 "http://faclair.ac.uk/sources/Seotal" , "Catalan" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Catalan" ,
 "http://faclair.ac.uk/sources/Seotal" , "Ceimigeachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Ceimigeachd" ,
 "http://faclair.ac.uk/sources/Seotal" , "Ceres" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Ceres" ,
 "http://faclair.ac.uk/sources/Seotal" , "Clàr-innse" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "clàir-innse" ,
 "http://faclair.ac.uk/sources/Seotal" , "Crios Kuiper" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Crios Kuiper" ,
 "http://faclair.ac.uk/sources/Seotal" , "Crìosd" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Chrìosd(a)" ,
 "http://faclair.ac.uk/sources/Seotal" , "Crìosdaidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Crìosdaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "Crìosdaidheachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Crìosdaidheachd" ,
 "http://faclair.ac.uk/sources/Seotal" , "Cèitean" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Cèitein" ,
 "http://faclair.ac.uk/sources/Seotal" , "Daibhidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Dhaibhidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "Deòrsa" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Dheòrsa" ,
 "http://faclair.ac.uk/sources/Seotal" , "Diardaoin" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Diardaoin" ,
 "http://faclair.ac.uk/sources/Seotal" , "Diciadain" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Diciadain" ,
 "http://faclair.ac.uk/sources/Seotal" , "Didòmhnaich" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Didòmhnaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Dihaoine" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Dihaoine" ,
 "http://faclair.ac.uk/sources/Seotal" , "Diluain" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Diluain" ,
 "http://faclair.ac.uk/sources/Seotal" , "Disathairne" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Disathairne" ,
 "http://faclair.ac.uk/sources/Seotal" , "Drabhaidianach" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Drabhaidianaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Dàmhair" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Dàmhair" ,
 "http://faclair.ac.uk/sources/Seotal" , "Dìmàirt" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Dìmàirt" ,
 "http://faclair.ac.uk/sources/Seotal" , "Dùbhlachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Dùbhlachd" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eachdraidh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Eachdraidh(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eaconamas Dachaigh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Eaconamas Dachaigh" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eadailig" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Eadailig" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eadailtis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Eadailtis" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eadar-lìon" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Eadar-lìn" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eag-sgoil" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Eag-sgoile" ,
 "http://faclair.ac.uk/sources/Seotal" , "Explorer" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Explorer" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eòlas Gnothachais" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Eòlas Gnothachais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Eòlas Pearsanta agus Sòisealta" ,  , "http://www.w3.org/2000/01/rdf-schema#label" , "Eòlais Phearsanta agus Shòisealta" ,
 "http://faclair.ac.uk/sources/Seotal" , "Faoilleach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Faoillich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Faoilteach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Faoiltich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Fiosaigs" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Fiosaigs" ,
 "http://faclair.ac.uk/sources/Seotal" , "Fraingis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Fraingis" ,
 "http://faclair.ac.uk/sources/Seotal" , "Gearmailtis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Gearmailtis" ,
 "http://faclair.ac.uk/sources/Seotal" , "Gearran" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Gearrain" ,
 "http://faclair.ac.uk/sources/Seotal" , "Giblean" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Giblein" ,
 "http://faclair.ac.uk/sources/Seotal" , "Gnìomharan" , "http://faclair.ac.uk/meta/PluralNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Gnìomharan" ,
 "http://faclair.ac.uk/sources/Seotal" , "Greugais" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Greugais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Gàidhlig" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Gàidhlig" ,
 "http://faclair.ac.uk/sources/Seotal" , "Haipearborach" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Haipearboraich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Hale-Bopp" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Hale-Bopp" ,
 "http://faclair.ac.uk/sources/Seotal" , "Hindeach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Hindich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Hyakutake" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Hyakutake" ,
 "http://faclair.ac.uk/sources/Seotal" , "Iuchar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Iuchair" ,
 "http://faclair.ac.uk/sources/Seotal" , "Iupatar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Iupatair" ,
 "http://faclair.ac.uk/sources/Seotal" , "Iùdhach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Iùdhaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Iùdhachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Iùdhachd" ,
 "http://faclair.ac.uk/sources/Seotal" , "Iùro" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Iùro" ,
 "http://faclair.ac.uk/sources/Seotal" , "Laideann" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Laidinn" ,
 "http://faclair.ac.uk/sources/Seotal" , "Latbhianais" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Latbhianais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Lochlannach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Lochlannaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Lìon" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Lìn" ,
 "http://faclair.ac.uk/sources/Seotal" , "Lùnastal" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Lùnastail" ,
 "http://faclair.ac.uk/sources/Seotal" , "Mearcair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Mhearcair" ,
 "http://faclair.ac.uk/sources/Seotal" , "Meatodach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Meatodaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Mion-chunntas Làraich" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Mion-chunntas Làraich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Muslamach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Muslamaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Màigh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Màighe" ,
 "http://faclair.ac.uk/sources/Seotal" , "Màrs" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Mhàrs" ,
 "http://faclair.ac.uk/sources/Seotal" , "Màrt" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Màirt" ,
 "http://faclair.ac.uk/sources/Seotal" , "Neiptiun" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Neiptiuin" ,
 "http://faclair.ac.uk/sources/Seotal" , "Nollaig" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Nollaig(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "Nuadh-eòlas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Nuadh-eòlais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Nàsach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Nàsaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Perseus" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Perseus" ,
 "http://faclair.ac.uk/sources/Seotal" , "Pluto" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Phluto" ,
 "http://faclair.ac.uk/sources/Seotal" , "Portagailis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Portagailis" ,
 "http://faclair.ac.uk/sources/Seotal" , "Proxima Centauri" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Proxima Centauri" ,
 "http://faclair.ac.uk/sources/Seotal" , "Pròstanach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Pròstanaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "Pàrras" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Pàrrais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Pòlainnis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Pòlainnis" ,
 "http://faclair.ac.uk/sources/Seotal" , "Romànais" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Romànais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Romànianais" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Romànianais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Ruiseanais" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Ruiseanais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Ruisis" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Ruisis" ,
 "http://faclair.ac.uk/sources/Seotal" , "Rìgh nan Trì Puingean" ,  , "http://www.w3.org/2000/01/rdf-schema#label" , "Rìgh nan Trì Puingean" ,
 "http://faclair.ac.uk/sources/Seotal" , "Sagson" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sagson" ,
 "http://faclair.ac.uk/sources/Seotal" , "Samhain" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Samhna" ,
 "http://faclair.ac.uk/sources/Seotal" , "Satharn" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Shathairne" ,
 "http://faclair.ac.uk/sources/Seotal" , "Sealladh deilbh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sealladh deilbh" ,
 "http://faclair.ac.uk/sources/Seotal" , "Seòras" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sheòrais" ,
 "http://faclair.ac.uk/sources/Seotal" , "Sgòth Oort" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sgòth Oort" ,
 "http://faclair.ac.uk/sources/Seotal" , "Siog" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sioga" ,
 "http://faclair.ac.uk/sources/Seotal" , "Siogachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Siogachd" ,
 "http://faclair.ac.uk/sources/Seotal" , "Sombaidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sombaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "Spàinn(t)is" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Spàinn(t)is" ,
 "http://faclair.ac.uk/sources/Seotal" , "Sultain" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sultain(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "Sàbaid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sàbaid" ,
 "http://faclair.ac.uk/sources/Seotal" , "T-sgueathar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "T-sgueathair" ,
 "http://faclair.ac.uk/sources/Seotal" , "Teicnigeachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Teicnigeachd" ,
 "http://faclair.ac.uk/sources/Seotal" , "Tòiseachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Tòiseachaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "Tòiseachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "tòiseachaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "Uralaig" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Uralaig" ,
 "http://faclair.ac.uk/sources/Seotal" , "Urànas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "Urànais" ,
 "http://faclair.ac.uk/sources/Seotal" , "abairt" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "abairt(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "abairt-faire" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "abairt-faire" ,
 "http://faclair.ac.uk/sources/Seotal" , "abhcaid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "abhcaid(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "accompagnato" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "accompagnato" ,
 "http://faclair.ac.uk/sources/Seotal" , "acfhainn" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "acfhainn(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "acfhainn " , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "acfhainn(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "acriolaig" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "acriolaig(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "actanach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "actanaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "actinium" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "actinium" ,
 "http://faclair.ac.uk/sources/Seotal" , "acustaigs" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "acustaigs" ,
 "http://faclair.ac.uk/sources/Seotal" , "adacs" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adacs" ,
 "http://faclair.ac.uk/sources/Seotal" , "adaptair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adaptair" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhair-bheàrn" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhair-bheàirn" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhair" ,
 "http://faclair.ac.uk/sources/Seotal" , "adharc" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhairc(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhartachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhartachaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhartas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhartais" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhbhar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhbhair" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhbharachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhbharachaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhbrann" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhbrainn" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhlacadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhlacaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "adhradh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "adhraidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "aibidil" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aibidil" ,
 "http://faclair.ac.uk/sources/Seotal" , "aicinn" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aicinn" ,
 "http://faclair.ac.uk/sources/Seotal" , "aidheon" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aidheon" ,
 "http://faclair.ac.uk/sources/Seotal" , "aidhodain" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aidhodain" ,
 "http://faclair.ac.uk/sources/Seotal" , "aidhonospeur" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aidhonospeura" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailbhean" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailbhein" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailbheòlas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailbheòlas" ,
 "http://faclair.ac.uk/sources/Seotal" , "aileal" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aileil" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailealomorf" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailealomorf" ,
 "http://faclair.ac.uk/sources/Seotal" , "aileirdsidh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "aileirdsidh(e)" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailigeutair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailigeutair" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailseabra" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailseabra" ,
 "http://faclair.ac.uk/sources/Seotal" , "ailtire" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "ailtire" ,
